filepath,label,group_id,clean_stem,ahash,dhash
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162251 (Custom).jpg,Healthy,Healthy__g0471,20211231_162251,1111111111111111111111110000000000000000000000010000011111111111,1111000011110000111000000000011111110101001111110111111010000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163828 (Custom).jpg,Gall Midge,Gall Midge__g0277,IMG_20211106_163828,1111111111111111111111111111100010000000100000001110000011111111,0000000000000000000000001001000000011111000000111000010000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163933 (Custom).jpg,Die Back,Die Back__g0306,20211129_163933,1111111111111111000111101000010011100000111100001111100011110000,0000000001000000011100000001100010000111000000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161300 (Custom).jpg,Gall Midge,Gall Midge__g0031,IMG_20211106_161300,1111111111100111110001111100011111000111111001111110011111001111,1100111111001101100011001000110110001101100011011100110110011011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123511 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0263,IMG_20211107_123511,1111111111111111111111110000011100000000000000110000011100001111,0000000000000000000000000101110011000110100001100000110000111000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125304 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0399,IMG_20211107_125304,1110000011100000110000011100000011100001111000011111000011110001,0000000000000110000101110001001100000011000000110000001111000011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_165836 (Custom).jpg,Gall Midge,Gall Midge__g0416,IMG_20211106_165836,0001111110001111110001111110001111110001111100011111110011111111,0111100000111100000111000000011000000111000000110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163803 (Custom).jpg,Die Back,Die Back__g0286,20211129_163803,1111111111111111101111101000110011000000111000001111000011110000,0000000001000000001100000011100000011100000001100000001000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163837 (Custom).jpg,Gall Midge,Gall Midge__g0279,IMG_20211106_163837,1111111111011111110011111100011111100011111000001111000011111100,0010000010110000100110010000111100001111000001110000001100001001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162436 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0190,20211011_162436,1111110011111000111110001110000011100000111000001111100001011000,1000000010000001000000110000111000101101010001101001001010010001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161502 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0063,20211011_161502,1111100011110000111100001001000010000000111100001111100011111000,0000000000000110010001100010000100101001110001010100001000000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_162458 (Custom).jpg,Anthracnose,Anthracnose__g0367,IMG_20211011_162458,1111111111100111111001101110011011000111110011101100110011000000,1000100011001000110011001100110010011000100110001001100010010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_161210(0) (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0036,20211011_161210(0),1111100011111000111110001111000011000000110000001111000011100000,0000000000000000000000000000000010000110100101000000011000000100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_150401 (Custom).jpg,Sooty Mould,Sooty Mould__g0490,IMG_20211212_150401,1111100011100000110000001000000010000000111100001111111111111111,0000000100000001000000000010000000101100001001010000011100000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162844 (Custom).jpg,Die Back,Die Back__g0245,20211129_162844,1111111111111111101111101001110011000000111000001111000011111000,0000000011000000011000000011000000011000000000110000001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125942 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0449,IMG_20211107_125942,1111111111111011111000111100001111000111100001111001111100111111,1111101111100011110001111000011000001100001111000011100101111101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163852 (Custom).jpg,Die Back,Die Back__g0298,20211129_163852,1111111011111110011111000011110010000000111000001111100011111000,0000000000000000110000000110000000010011100000110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160655 (Custom).jpg,Die Back,Die Back__g0023,20211129_160655,1111111111111111111111110000110010000000111000001111100011111100,0000000000000000011000000111000000011001000000010000000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122324 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0164,20211109_122324,1111111111111111110000001000000011100000111111111111111111111111,0000000000000000000010010000001101000001001000000010000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_160608 (Custom).jpg,Die Back,Die Back__g0014,20211129_160608,1111111111111111111110111000000111000000111110001111000011100000,0000000000000000001000110001001110010001110000110000001100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_163003 (Custom).jpg,Die Back,Die Back__g0256,20211129_163003,1111111011111110001111101001110011000000111000001111100011111100,0000000010000000011000000011000000011001000001110000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163252 (Custom).jpg,Gall Midge,Gall Midge__g0228,IMG_20211106_163252,1000111111000111110001111100011111000111110001111100111110001111,0101111100001111000011110000111100001111000111110001111100111011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_150324 (Custom).jpg,Sooty Mould,Sooty Mould__g0481,IMG_20211212_150324,1111111111111111111110011111000111000011100000110000011100001111,0011101111111100000100110100001100001111001111100011111111111110
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162150 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0156,20211011_162150,1111100011111000111110001100100011000000110000001100100011101000,0000000000000000000000001001000000010100000100100001000011001000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153336 (Custom).jpg,Anthracnose,Anthracnose__g0273,IMG_20211011_153336,1111111111110111111100111110001111100111111001110100011000001100,1111010011100110111001101100011011001100110011001101100011010000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145134 (Custom).jpg,Sooty Mould,Sooty Mould__g0446,IMG_20211212_145134,1111111111111111110000111000000110000000111000001111110011111111,0000001100000001000111110000001100000001000000010000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162055 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0139,20211011_162055,1111110010110000101100001110000011000000111100001110000011111100,0000000001101100001001001000100110001011001010010000100000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_160625 (Custom).jpg,Cutting Weevil,Cutting Weevil__g0008,20211011_160625,1111111111111111111100001110000010000000110000001100000011000000,0000100010000000110001010100110001011010000101100000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154939 (Custom).jpg,Sooty Mould,Sooty Mould__g0355,IMG_20211211_154939,1111111111111111100001111000001111000001111100001111100011111110,0000000010000000000111000000111000000111110000110000001000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164034 (Custom).jpg,Anthracnose,Anthracnose__g0397,IMG_20211011_164034,1111111111111111111111110000011110000000110000001111100011111110,1111000011000000001100000011111100011111100000011100001000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_140510 (Custom).jpg,Anthracnose,Anthracnose__g0202,IMG_20211011_140510,0000011100000111001001110111011101110111111101110111011101111111,1111111111101110111011001110110011100100111001001110010011111100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135136 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0126,IMG_20211106_135136,0111100011000000100000001111000011111110111111111111111111111111,1000000000010010000000110000001100000000000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125651 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0424,IMG_20211107_125651,1111111111111111110000011000000000000001111111111111111111111111,0000000001000010100001110001000101101111001111000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_123629 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0270,IMG_20211107_123629,1110111111100111110001111100011111000111110001111100011100100111,1101101110001101100011011000110110001100100011001000110111001101
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154257 (Custom).jpg,Sooty Mould,Sooty Mould__g0315,IMG_20211211_154257,1111100111100000110000001000000000000011100001111111111111111111,0110001111000110000010010011011100100111000011000001100000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135142 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0129,IMG_20211106_135142,1111110011111100110000001000000011110000111111101111111111111111,0000000000000000000010000000000000000000000000000000000000000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_002750 (Custom).jpg,Die Back,Die Back__g0454,IMG_20211028_002750,0000000000000000111011101110011111110111111101111110001111110010,1001000010011000110010001100110011001100110011001100011011100100
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_143053 (Custom).jpg,Sooty Mould,Sooty Mould__g0397,IMG_20211212_143053,1011111110001111100001111000011110000111100001111000011110001111,0111000001111000001011000000110000001100000011000000110000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160512 (Custom).jpg,Healthy,Healthy__g0298,20211231_160512,1111111111111111111100001100000010000000100000011111110111110000,1100011011010000110000011000110100101001000011111000000100000001
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142747 (Custom).jpg,Bacterial Canker,Bacterial Canker__g0389,IMG_20211106_142747,1011111100111111001111110011111100011111000111110001111100111010,0100001101101001011010110110001101110111011001011110001111000010
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121428 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0021,20211109_121428,1100111111000111110001111000011110000111000001110000011000000000,0000110000001100000011000010110001101100010011000000110000011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_183432 (Custom).jpg,Die Back,Die Back__g0385,IMG_20211027_183432,1111110011111110111011101110011011100110111001000000000000000000,1100000011011000110010001100100011001100110011000001100001110000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_155323 (Custom).jpg,Healthy,Healthy__g0208,20211231_155323,1111111111111111111001111110011111000111110001111100011111001111,0111000111011000110011001100110010001100000011000001110110011011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162130 (Custom) (Custom).jpg,Cutting Weevil,Cutting Weevil__g0150,20211011_162130,1111110011111100111100001110000001101100011000001110100011100100,0000000000000000000001000000110011001000110110011001000111011000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_143243 (Custom).jpg,Sooty Mould,Sooty Mould__g0417,IMG_20211212_143243,1111111111111111000000110000000000000001000000111111111111111111,1111110100011111000111110011100111000011000111111001111011111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163857 (Custom).jpg,Gall Midge,Gall Midge__g0285,IMG_20211106_163857,1110001110000001000001110001111100111111011111111111111111111111,1100011100000111001111110111111111111111111111111111111111111111
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134125 (Custom).jpg,Anthracnose,Anthracnose__g0075,20211011_134125,1111111111111111111111111000000000000000000000011111100011110000,1111000011110001111000010000001100110111000100111000000100000000
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/IMG_20211107_125342 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0406,IMG_20211107_125342,1111111111111001100111000000110000001101000011110000101100001011,0010001100110001001110010011100000111001001110110011001100110011
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_122116 (Custom).jpg,Powdery Mildew,Powdery Mildew__g0125,20211109_122116,1111110111111101111000001000000010000000111100001111110011111100,0000000100000001000000010000001100000111000001000000000000000000
