filepath,label,clean_stem,ahash,dhash,group_id
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_134612 (Custom).jpg,Anthracnose,20211011_134612,1110011011100011111000111110000111100001111000011111000111110001,0000110000001110010011100100111101001111010000110000001100100011,Anthracnose__g0091
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_135411 (Custom).jpg,Bacterial Canker,IMG_20211106_135411,1110111111101111111001111100011111000111110000001100000011000000,0001100000011000000011110001111100011111000110011001100000011000,Bacterial Canker__g0165
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_153309 (Custom).jpg,Anthracnose,IMG_20211011_153309,1111111111101111110001111100011111000111010011110010011100010111,1100100001001000100111001001110010011110100110111100111111101111,Anthracnose__g0266
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_162518 (Custom).jpg,Die Back,20211129_162518,1111111111111111101111101100010011100000111100001111000011110000,0000000010000000011100000001110010000111000000010000000100000000,Die Back__g0210
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121410 (Custom).jpg,Powdery Mildew,20211109_121410,1111111111111111100000010000000000000000000000000000000011100000,0000000000001110000001110111000001000000010100010000010000000011,Powdery Mildew__g0015
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_161715 (Custom).jpg,Anthracnose,IMG_20211011_161715,1111111111111111111111110000000000000001000111110111111100011111,0111100011111100111110001100000111101111011111101111011011101110,Anthracnose__g0342
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_142805 (Custom).jpg,Bacterial Canker,IMG_20211106_142805,1100000011110000111110001110000111000001100001101011111111111111,0001000000000000000000010000011100001111001111000111010000000011,Bacterial Canker__g0395
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211027_194742 (Custom).jpg,Die Back,IMG_20211027_194742,1000000011011000100111001011111011011110110111001110110000000000,1011000010110000001000000010000000100000101100001101000011001000,Die Back__g0424
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/IMG_20211028_003650 (Custom).jpg,Die Back,IMG_20211028_003650,0000000000000000000000001001111011011111110011111110111111111111,1010000011001000100110000011000000110000100110001100110011100000,Die Back__g0483
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145121 (Custom).jpg,Sooty Mould,IMG_20211212_145121,1111111111111111100000011000000011000000111100001111111111111111,0000000000011100000001110010001100001000000000000001100000000000,Sooty Mould__g0443
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161401 (Custom).jpg,Healthy,20211231_161401,1111111011111110111111101000000000000000111110111111111111111111,0000000011100000100000100000001100100011000000111101000010110000,Healthy__g0390
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140540 (Custom).jpg,Bacterial Canker,IMG_20211106_140540,1111111110101111000001110000001111110001111111111111111100001111,1111010001011001001011001000110110000101101111100001111100011110,Bacterial Canker__g0256
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162700 (Custom).jpg,Gall Midge,IMG_20211106_162700,1111111111111111111111011110000011000001100000111100111111111111,0000000000000000000000010000000100011111000111100001100001000000,Gall Midge__g0157
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211008_125146 (Custom).jpg,Anthracnose,20211008_125146,1111111111111111111111111100000111000000100000001100000011110000,0000100101100000110001001000011100001101000011000000111010000100,Anthracnose__g0042
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_140424 (Custom).jpg,Anthracnose,IMG_20211011_140424,0000111100000111001001110110011111110011011101110111111101111111,1101111111011100110011001110110011100110111001001111100011111011,Anthracnose__g0193
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_170138 (Custom).jpg,Cutting Weevil,20211011_170138,1111110011111000111100001100000011100000110010001111000011111000,0000000000000000001010100000101101011101000110000000010000000000,Cutting Weevil__g0227
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162143 (Custom).jpg,Gall Midge,IMG_20211106_162143,1111111111100111110001111100011111000111110001111000111110111111,0010111100001111000011110000111100001111100111110001101101101111,Gall Midge__g0099
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_124816 (Custom).jpg,Healthy,20211231_124816,1111111111111111111111111000000110000000110000001111111111111111,0000000000000000000000000000111100000011000010010000000000000000,Healthy__g0092
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_133956 (Custom).jpg,Anthracnose,20211011_133956,1111111111111111111111111111111100000000000000001110000011110000,1100001111000111111000111000011100010011010010010000001100000011,Anthracnose__g0067
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164451 (Custom).jpg,Die Back,20211129_164451,1111011111100111111000101110001011100100111001001110000011100000,0000110001001100010011000100110000001100000110000001100000001000,Die Back__g0364
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160748 (Custom).jpg,Healthy,20211231_160748,0111111100011111000001110000001111000001111100001111100111111111,1111110101111100001111100011111110001011110000011111001111111110,Healthy__g0327
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_123150 (Custom).jpg,Sooty Mould,IMG_20211108_123150,1111111111111111000000000000000000000000100001111111111111111111,1111111100111111001111111110011001001111010011111111111111111111,Sooty Mould__g0227
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_163250 (Custom).jpg,Gall Midge,IMG_20211106_163250,0110111111100111111001111100011111000111110001111100011111000111,1101101101001101000011010000110100001111000011010000110100001101,Gall Midge__g0227
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_165914 (Custom).jpg,Anthracnose,20211011_165914,1111111111111111011111110000011000000000100000001111000011111100,0000000000000000111000001111110001000111000000110000000000000000,Anthracnose__g0135
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162026 (Custom).jpg,Healthy,20211231_162026,1111111111111111111111111110000010000000100000001110000011111110,1110000011100000111000001000001100100001000100010000001111000000,Healthy__g0442
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_141126 (Custom).jpg,Bacterial Canker,IMG_20211106_141126,1111000011111000111100001111000011100010111011101111110011111110,1000000110000001100000110000011000000110000010001000000010000000,Bacterial Canker__g0292
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162849 (Custom).jpg,Gall Midge,IMG_20211106_162849,1111000100000011000001110000111100011111111111111111111111111111,0000001100000111110111111011111111111111111111111111111111111111,Gall Midge__g0177
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162440 (Custom).jpg,Gall Midge,IMG_20211106_162440,1110011111100111110001111000011110000111110001111100111111111111,0000110100001101000011110000110100001101000111011001111111001111,Gall Midge__g0127
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_160708 (Custom).jpg,Cutting Weevil,20211011_160708,1111111010000100111001001110000011000000110010001111100011111000,0010000000101100100010001100111000110010100100110000000000000000,Cutting Weevil__g0009
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Powdery Mildew/20211109_121504 (Custom).jpg,Powdery Mildew,20211109_121504,1111111111111111110000000000000010000000110000001111111111111111,0000000000000000000000110000000000000000000000110000000000000000,Powdery Mildew__g0030
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/20211011_170824 - Copy - Copy - Copy (Custom).jpg,Anthracnose,20211011_170824,1111111111111111111000000000000000000001110000001111110011111100,0000000000000010000000110000001100000011000000110000000000000000,Anthracnose__g0156
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_161152 (Custom).jpg,Gall Midge,IMG_20211106_161152,1111100111110001111100111110001111000111110001111110011111101111,0011001100110011001001110000011100001111000011110000111100001111,Gall Midge__g0017
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164427 (Custom).jpg,Anthracnose,IMG_20211011_164427,1111111111111111111111111111001011110000110001001000000000000000,1110000011000000110001001110010011100100000011000001100000000000,Anthracnose__g0429
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170247 (Custom).jpg,Gall Midge,IMG_20211106_170247,1100111111000111111000111110000111110000111100001111000011111000,0001111100001111100011110000011100000011001000010010000100000001,Gall Midge__g0473
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160908 (Custom).jpg,Healthy,20211231_160908,1111111111111100111110001100000000000001000000111000111111111111,1111110011111001110000110000111100110111001111110011111111100011,Healthy__g0340
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162617 (Custom).jpg,Gall Midge,IMG_20211106_162617,1111111111111111111111111000000011000000111100001111100011111111,0000000100000010011100010001100100001111000000110000000100000000,Gall Midge__g0144
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Cutting Weevil/20211011_162153 (Custom).jpg,Cutting Weevil,20211011_162153,1111100011111000111110001110100011100000110000001100100011011000,0000000000000000000000001100101011001010000111000001000000110000,Cutting Weevil__g0157
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211212_145359 (Custom).jpg,Sooty Mould,IMG_20211212_145359,1111111111111011111100011111000011110000111000011110000111100001,0000000000000011000000110000011100100101000001110000011100000111,Sooty Mould__g0471
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_160353 (Custom).jpg,Healthy,20211231_160353,1111111111111111110000000000000000000001111111111111100111111000,1000011011000111000000010011101100111111000100111000000100000001,Healthy__g0280
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_155505 (Custom).jpg,Sooty Mould,IMG_20211211_155505,1111011111100011111000111110001111000011110000111100011111100111,1110110011000110110011101000111010000110100011101100110011001100,Sooty Mould__g0373
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162634 (Custom).jpg,Gall Midge,IMG_20211106_162634,1111111111111111100001111000000111100001111100001111100011111111,0000000101110000001101100001011100000011000000110000001100000010,Gall Midge__g0149
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Anthracnose/IMG_20211011_164346 (Custom).jpg,Anthracnose,IMG_20211011_164346,1111111111100111111001111110011111100111111001101110000010000000,1110100011001100110011001100110011001100110011001000110000000100,Anthracnose__g0417
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_162407 (Custom).jpg,Gall Midge,IMG_20211106_162407,0011111100000111000000110000001100100011111111111111111111111111,1111111111111111001111111100011111001111001011000001111100001111,Gall Midge__g0121
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_161448 (Custom).jpg,Healthy,20211231_161448,1111111111111111111000001000000010000000100000111111111111111111,1100000011000001100000010000000100100011001111101001000010000000,Healthy__g0395
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Healthy/20211231_162207 (Custom).jpg,Healthy,20211231_162207,1111111111111000110000001000000000000001000001110011111111111111,0000010000000000000000000010100101100111110011100111100001100000,Healthy__g0461
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211211_154323 (Custom).jpg,Sooty Mould,IMG_20211211_154323,1001111110001111100000111100000111000001111000011111000011111100,0011101100011101000011110000011110000111010001110000000100000000,Sooty Mould__g0320
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Sooty Mould/IMG_20211108_122501 (Custom).jpg,Sooty Mould,IMG_20211108_122501,0011101100110011000000110000011100000111000011110011111101111111,1111001111100111110001101000111100011101001111111111111111111111,Sooty Mould__g0149
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Gall Midge/IMG_20211106_170034 (Custom).jpg,Gall Midge,IMG_20211106_170034,1001111110001111100011111000111110001111100011111000111110001111,0011111100111111001111110011111100111111001111110011111100111111,Gall Midge__g0438
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Die Back/20211129_164147 (Custom).jpg,Die Back,20211129_164147,1111111111111111111111101000000010000000110000001111100011111000,0000000000000000010000000011110000011110000110000000000000000000,Die Back__g0338
/Users/wirapongc/Library/CloudStorage/GoogleDrive-wirach@kku.ac.th/My Drive/OpenClawMacMini/Mango Plant Disease/dataset/Bacterial Canker/IMG_20211106_140545 (Custom).jpg,Bacterial Canker,IMG_20211106_140545,1111111111111111111111111111110100000001000000010000011100000000,1111100011110100101111101110100100011001000001111100110001011010,Bacterial Canker__g0258
